"dive number","date","time","sample time (min)","sample depth (m)","sample temperature (C)","sample pressure (bar)","sample heartrate"
"1","2025-06-17","09:26:00","0:05","5.9","30.5",,
"1","2025-06-17","09:26:00","0:10","7.5",,,
"1","2025-06-17","09:26:00","0:15","8.6",,,
"1","2025-06-17","09:26:00","0:20","10.2",,,
"1","2025-06-17","09:26:00","0:25","10.6",,,
"1","2025-06-17","09:26:00","0:30","10.9",,,
"1","2025-06-17","09:26:00","0:35","11","30.4",,
"1","2025-06-17","09:26:00","0:40","11.4",,,
"1","2025-06-17","09:26:00","0:45","12",,,
"1","2025-06-17","09:26:00","0:50","12.5",,,
"1","2025-06-17","09:26:00","0:55","13.1",,,
"1","2025-06-17","09:26:00","1:00","13.5","30.3",,
"1","2025-06-17","09:26:00","1:05","13.7",,,
"1","2025-06-17","09:26:00","1:10","13.8",,,
"1","2025-06-17","09:26:00","1:15","14.3",,,
"1","2025-06-17","09:26:00","1:20","14.4","30.2",,
"1","2025-06-17","09:26:00","1:25","14.4",,,
"1","2025-06-17","09:26:00","1:30","14.2",,,
"1","2025-06-17","09:26:00","1:35","14",,,
"1","2025-06-17","09:26:00","1:40","14.3","30.1",,
"1","2025-06-17","09:26:00","1:45","14.3",,,
"1","2025-06-17","09:26:00","1:50","14.1",,,
"1","2025-06-17","09:26:00","1:55","14.2",,,
"1","2025-06-17","09:26:00","2:00","14.2",,,
"1","2025-06-17","09:26:00","2:05","14.4",,,
"1","2025-06-17","09:26:00","2:10","14.6","30.0",,
"1","2025-06-17","09:26:00","2:15","14.5",,,
"1","2025-06-17","09:26:00","2:20","14.7",,,
"1","2025-06-17","09:26:00","2:25","15.1",,,
"1","2025-06-17","09:26:00","2:30","15.7",,,
"1","2025-06-17","09:26:00","2:35","16.1","29.9",,
"1","2025-06-17","09:26:00","2:40","16.4",,,
"1","2025-06-17","09:26:00","2:45","16.7",,,
"1","2025-06-17","09:26:00","2:50","16.9","29.8",,
"1","2025-06-17","09:26:00","2:55","17.2",,,
"1","2025-06-17","09:26:00","3:00","17.6",,,
"1","2025-06-17","09:26:00","3:05","17.8",,,
"1","2025-06-17","09:26:00","3:10","17.9",,,
"1","2025-06-17","09:26:00","3:15","18.1","29.7",,
"1","2025-06-17","09:26:00","3:20","18.3",,,
"1","2025-06-17","09:26:00","3:25","18.2",,,
"1","2025-06-17","09:26:00","3:30","18.2",,,
"1","2025-06-17","09:26:00","3:35","18.4",,,
"1","2025-06-17","09:26:00","3:40","18.4",,,
"1","2025-06-17","09:26:00","3:45","18.7",,,
"1","2025-06-17","09:26:00","3:50","18.9",,,
"1","2025-06-17","09:26:00","3:55","19.7",,,
"1","2025-06-17","09:26:00","4:00","19.9",,,
"1","2025-06-17","09:26:00","4:05","20.6",,,
"1","2025-06-17","09:26:00","4:10","21",,,
"1","2025-06-17","09:26:00","4:15","21.4",,,
"1","2025-06-17","09:26:00","4:20","21.7",,,
"1","2025-06-17","09:26:00","4:25","21.4",,,
"1","2025-06-17","09:26:00","4:30","21.6",,,
"1","2025-06-17","09:26:00","4:35","21.8","29.6",,
"1","2025-06-17","09:26:00","4:40","22.6",,,
"1","2025-06-17","09:26:00","4:45","23.3",,,
"1","2025-06-17","09:26:00","4:50","24",,,
"1","2025-06-17","09:26:00","4:55","24.5",,,
"1","2025-06-17","09:26:00","5:00","25.2",,,
"1","2025-06-17","09:26:00","5:05","25.7",,,
"1","2025-06-17","09:26:00","5:10","25.9",,,
"1","2025-06-17","09:26:00","5:15","26.8",,,
"1","2025-06-17","09:26:00","5:20","27",,,
"1","2025-06-17","09:26:00","5:25","27.2",,,
"1","2025-06-17","09:26:00","5:30","27.1",,,
"1","2025-06-17","09:26:00","5:35","27.3",,,
"1","2025-06-17","09:26:00","5:40","27.4",,,
"1","2025-06-17","09:26:00","5:45","27.5",,,
"1","2025-06-17","09:26:00","5:50","27.5","29.5",,
"1","2025-06-17","09:26:00","5:55","27.2","29.6",,
"1","2025-06-17","09:26:00","6:00","27.1","29.5",,
"1","2025-06-17","09:26:00","6:05","26.9","29.6",,
"1","2025-06-17","09:26:00","6:10","26.8","29.5",,
"1","2025-06-17","09:26:00","6:15","27.3",,,
"1","2025-06-17","09:26:00","6:20","27.9",,,
"1","2025-06-17","09:26:00","6:25","28.1",,,
"1","2025-06-17","09:26:00","6:30","28.5",,,
"1","2025-06-17","09:26:00","6:35","28.5",,,
"1","2025-06-17","09:26:00","6:40","28.3",,,
"1","2025-06-17","09:26:00","6:45","28.1",,,
"1","2025-06-17","09:26:00","6:50","27.9",,,
"1","2025-06-17","09:26:00","6:55","28",,,
"1","2025-06-17","09:26:00","7:00","27.7",,,
"1","2025-06-17","09:26:00","7:05","27.1",,,
"1","2025-06-17","09:26:00","7:10","26.9",,,
"1","2025-06-17","09:26:00","7:15","27",,,
"1","2025-06-17","09:26:00","7:20","26.6",,,
"1","2025-06-17","09:26:00","7:25","26.6",,,
"1","2025-06-17","09:26:00","7:30","27.2",,,
"1","2025-06-17","09:26:00","7:35","27.6",,,
"1","2025-06-17","09:26:00","7:40","27.8",,,
"1","2025-06-17","09:26:00","7:45","27.7",,,
"1","2025-06-17","09:26:00","7:50","27.8",,,
"1","2025-06-17","09:26:00","7:55","27.7",,,
"1","2025-06-17","09:26:00","8:00","28.2",,,
"1","2025-06-17","09:26:00","8:05","28.3",,,
"1","2025-06-17","09:26:00","8:10","28.3",,,
"1","2025-06-17","09:26:00","8:15","28.6",,,
"1","2025-06-17","09:26:00","8:20","29",,,
"1","2025-06-17","09:26:00","8:25","28.9",,,
"1","2025-06-17","09:26:00","8:30","28.9",,,
"1","2025-06-17","09:26:00","8:35","29",,,
"1","2025-06-17","09:26:00","8:40","28.9",,,
"1","2025-06-17","09:26:00","8:45","29.5",,,
"1","2025-06-17","09:26:00","8:50","30.2",,,
"1","2025-06-17","09:26:00","8:55","30.3",,,
"1","2025-06-17","09:26:00","9:00","30.2",,,
"1","2025-06-17","09:26:00","9:05","29.9",,,
"1","2025-06-17","09:26:00","9:10","29.6",,,
"1","2025-06-17","09:26:00","9:15","29.3","29.4",,
"1","2025-06-17","09:26:00","9:20","29.1","29.5",,
"1","2025-06-17","09:26:00","9:25","29.1","29.4",,
"1","2025-06-17","09:26:00","9:30","28.8",,,
"1","2025-06-17","09:26:00","9:35","28.5","29.5",,
"1","2025-06-17","09:26:00","9:40","28","29.4",,
"1","2025-06-17","09:26:00","9:45","27.9","29.5",,
"1","2025-06-17","09:26:00","9:50","27.2","29.4",,
"1","2025-06-17","09:26:00","9:55","27.1","29.5",,
"1","2025-06-17","09:26:00","10:00","27","29.4",,
"1","2025-06-17","09:26:00","10:05","27.1",,,
"1","2025-06-17","09:26:00","10:10","27.1","29.5",,
"1","2025-06-17","09:26:00","10:15","27.3",,,
"1","2025-06-17","09:26:00","10:20","27.3",,,
"1","2025-06-17","09:26:00","10:25","27.4",,,
"1","2025-06-17","09:26:00","10:30","27.5",,,
"1","2025-06-17","09:26:00","10:35","27.6",,,
"1","2025-06-17","09:26:00","10:40","27.5",,,
"1","2025-06-17","09:26:00","10:45","27.6",,,
"1","2025-06-17","09:26:00","10:50","27.2",,,
"1","2025-06-17","09:26:00","10:55","27.1",,,
"1","2025-06-17","09:26:00","11:00","27",,,
"1","2025-06-17","09:26:00","11:05","27.1",,,
"1","2025-06-17","09:26:00","11:10","26.7",,,
"1","2025-06-17","09:26:00","11:15","26.5",,,
"1","2025-06-17","09:26:00","11:20","26.4",,,
"1","2025-06-17","09:26:00","11:25","26.4",,,
"1","2025-06-17","09:26:00","11:30","26.3",,,
"1","2025-06-17","09:26:00","11:35","26.4",,,
"1","2025-06-17","09:26:00","11:40","26.2",,,
"1","2025-06-17","09:26:00","11:45","26.3",,,
"1","2025-06-17","09:26:00","11:50","26.3",,,
"1","2025-06-17","09:26:00","11:55","26.3",,,
"1","2025-06-17","09:26:00","12:00","26.1",,,
"1","2025-06-17","09:26:00","12:05","26.1",,,
"1","2025-06-17","09:26:00","12:10","26",,,
"1","2025-06-17","09:26:00","12:15","26.1",,,
"1","2025-06-17","09:26:00","12:20","25.8",,,
"1","2025-06-17","09:26:00","12:25","25.6",,,
"1","2025-06-17","09:26:00","12:30","25.1",,,
"1","2025-06-17","09:26:00","12:35","24.7",,,
"1","2025-06-17","09:26:00","12:40","24.7",,,
"1","2025-06-17","09:26:00","12:45","24.8",,,
"1","2025-06-17","09:26:00","12:50","24.7",,,
"1","2025-06-17","09:26:00","12:55","24.6",,,
"1","2025-06-17","09:26:00","13:00","24.8",,,
"1","2025-06-17","09:26:00","13:05","24.7",,,
"1","2025-06-17","09:26:00","13:10","24.4",,,
"1","2025-06-17","09:26:00","13:15","24.2",,,
"1","2025-06-17","09:26:00","13:20","24.2",,,
"1","2025-06-17","09:26:00","13:25","23.9",,,
"1","2025-06-17","09:26:00","13:30","23.6",,,
"1","2025-06-17","09:26:00","13:35","23.5",,,
"1","2025-06-17","09:26:00","13:40","23.7",,,
"1","2025-06-17","09:26:00","13:45","23.7",,,
"1","2025-06-17","09:26:00","13:50","23.5",,,
"1","2025-06-17","09:26:00","13:55","23.3",,,
"1","2025-06-17","09:26:00","14:00","23.3",,,
"1","2025-06-17","09:26:00","14:05","22.8",,,
"1","2025-06-17","09:26:00","14:10","22.8",,,
"1","2025-06-17","09:26:00","14:15","23.2",,,
"1","2025-06-17","09:26:00","14:20","23.4",,,
"1","2025-06-17","09:26:00","14:25","23.3",,,
"1","2025-06-17","09:26:00","14:30","23.4",,,
"1","2025-06-17","09:26:00","14:35","23.3",,,
"1","2025-06-17","09:26:00","14:40","23.2",,,
"1","2025-06-17","09:26:00","14:45","23.4",,,
"1","2025-06-17","09:26:00","14:50","23.3",,,
"1","2025-06-17","09:26:00","14:55","23.4",,,
"1","2025-06-17","09:26:00","15:00","23",,,
"1","2025-06-17","09:26:00","15:05","23.1",,,
"1","2025-06-17","09:26:00","15:10","23.1",,,
"1","2025-06-17","09:26:00","15:15","22.9",,,
"1","2025-06-17","09:26:00","15:20","22.8",,,
"1","2025-06-17","09:26:00","15:25","22.3",,,
"1","2025-06-17","09:26:00","15:30","22",,,
"1","2025-06-17","09:26:00","15:35","21.8",,,
"1","2025-06-17","09:26:00","15:40","21.4",,,
"1","2025-06-17","09:26:00","15:45","21.7",,,
"1","2025-06-17","09:26:00","15:50","21.9",,,
"1","2025-06-17","09:26:00","15:55","22",,,
"1","2025-06-17","09:26:00","16:00","22",,,
"1","2025-06-17","09:26:00","16:05","21.8",,,
"1","2025-06-17","09:26:00","16:10","22.1",,,
"1","2025-06-17","09:26:00","16:15","22.1",,,
"1","2025-06-17","09:26:00","16:20","21.6",,,
"1","2025-06-17","09:26:00","16:25","21.9",,,
"1","2025-06-17","09:26:00","16:30","22",,,
"1","2025-06-17","09:26:00","16:35","22.3",,,
"1","2025-06-17","09:26:00","16:40","22.4",,,
"1","2025-06-17","09:26:00","16:45","22.4",,,
"1","2025-06-17","09:26:00","16:50","22.5",,,
"1","2025-06-17","09:26:00","16:55","22.3",,,
"1","2025-06-17","09:26:00","17:00","22.2",,,
"1","2025-06-17","09:26:00","17:05","22.4",,,
"1","2025-06-17","09:26:00","17:10","22.3",,,
"1","2025-06-17","09:26:00","17:15","21.8",,,
"1","2025-06-17","09:26:00","17:20","21.2",,,
"1","2025-06-17","09:26:00","17:25","20.8",,,
"1","2025-06-17","09:26:00","17:30","20.9",,,
"1","2025-06-17","09:26:00","17:35","20.9",,,
"1","2025-06-17","09:26:00","17:40","20.9",,,
"1","2025-06-17","09:26:00","17:45","21.1",,,
"1","2025-06-17","09:26:00","17:50","21",,,
"1","2025-06-17","09:26:00","17:55","20.9",,,
"1","2025-06-17","09:26:00","18:00","20.6",,,
"1","2025-06-17","09:26:00","18:05","20.6",,,
"1","2025-06-17","09:26:00","18:10","20.4",,,
"1","2025-06-17","09:26:00","18:15","20.3",,,
"1","2025-06-17","09:26:00","18:20","20",,,
"1","2025-06-17","09:26:00","18:25","19.6",,,
"1","2025-06-17","09:26:00","18:30","19.3",,,
"1","2025-06-17","09:26:00","18:35","19.2",,,
"1","2025-06-17","09:26:00","18:40","19.1",,,
"1","2025-06-17","09:26:00","18:45","19.1",,,
"1","2025-06-17","09:26:00","18:50","18.9",,,
"1","2025-06-17","09:26:00","18:55","18.9",,,
"1","2025-06-17","09:26:00","19:00","18.8",,,
"1","2025-06-17","09:26:00","19:05","18.1",,,
"1","2025-06-17","09:26:00","19:10","18",,,
"1","2025-06-17","09:26:00","19:15","17.6",,,
"1","2025-06-17","09:26:00","19:20","17",,,
"1","2025-06-17","09:26:00","19:25","17.2",,,
"1","2025-06-17","09:26:00","19:30","17.3",,,
"1","2025-06-17","09:26:00","19:35","17.6",,,
"1","2025-06-17","09:26:00","19:40","17.8",,,
"1","2025-06-17","09:26:00","19:45","17.8",,,
"1","2025-06-17","09:26:00","19:50","18",,,
"1","2025-06-17","09:26:00","19:55","18",,,
"1","2025-06-17","09:26:00","20:00","17.6",,,
"1","2025-06-17","09:26:00","20:05","17.4",,,
"1","2025-06-17","09:26:00","20:10","17.4",,,
"1","2025-06-17","09:26:00","20:15","17.3",,,
"1","2025-06-17","09:26:00","20:20","17.1",,,
"1","2025-06-17","09:26:00","20:25","16.8",,,
"1","2025-06-17","09:26:00","20:30","17.1",,,
"1","2025-06-17","09:26:00","20:35","17.5",,,
"1","2025-06-17","09:26:00","20:40","17.4",,,
"1","2025-06-17","09:26:00","20:45","17.5",,,
"1","2025-06-17","09:26:00","20:50","17.4",,,
"1","2025-06-17","09:26:00","20:55","17.1",,,
"1","2025-06-17","09:26:00","21:00","16.8",,,
"1","2025-06-17","09:26:00","21:05","16.5",,,
"1","2025-06-17","09:26:00","21:10","16",,,
"1","2025-06-17","09:26:00","21:15","15.3",,,
"1","2025-06-17","09:26:00","21:20","15.3",,,
"1","2025-06-17","09:26:00","21:25","15.3",,,
"1","2025-06-17","09:26:00","21:30","15.2",,,
"1","2025-06-17","09:26:00","21:35","14.7","29.6",,
"1","2025-06-17","09:26:00","21:40","15","29.5",,
"1","2025-06-17","09:26:00","21:45","15",,,
"1","2025-06-17","09:26:00","21:50","15.1",,,
"1","2025-06-17","09:26:00","21:55","15.1",,,
"1","2025-06-17","09:26:00","22:00","15.2","29.6",,
"1","2025-06-17","09:26:00","22:05","15.1","29.5",,
"1","2025-06-17","09:26:00","22:10","15.1",,,
"1","2025-06-17","09:26:00","22:15","15.2","29.6",,
"1","2025-06-17","09:26:00","22:20","15.1","29.5",,
"1","2025-06-17","09:26:00","22:25","15.3",,,
"1","2025-06-17","09:26:00","22:30","15.5",,,
"1","2025-06-17","09:26:00","22:35","15.5",,,
"1","2025-06-17","09:26:00","22:40","15.2",,,
"1","2025-06-17","09:26:00","22:45","15.1",,,
"1","2025-06-17","09:26:00","22:50","15.1",,,
"1","2025-06-17","09:26:00","22:55","15.2",,,
"1","2025-06-17","09:26:00","23:00","14.9",,,
"1","2025-06-17","09:26:00","23:05","14.8","29.6",,
"1","2025-06-17","09:26:00","23:10","14.9","29.5",,
"1","2025-06-17","09:26:00","23:15","14.9",,,
"1","2025-06-17","09:26:00","23:20","14.5",,,
"1","2025-06-17","09:26:00","23:25","14.7","29.6",,
"1","2025-06-17","09:26:00","23:30","14.5","29.5",,
"1","2025-06-17","09:26:00","23:35","14.7",,,
"1","2025-06-17","09:26:00","23:40","14.9","29.6",,
"1","2025-06-17","09:26:00","23:45","14.8",,,
"1","2025-06-17","09:26:00","23:50","14.9","29.5",,
"1","2025-06-17","09:26:00","23:55","14.7","29.6",,
"1","2025-06-17","09:26:00","24:00","14.6","29.5",,
"1","2025-06-17","09:26:00","24:05","15","29.6",,
"1","2025-06-17","09:26:00","24:10","15.1","29.5",,
"1","2025-06-17","09:26:00","24:15","15.1","29.6",,
"1","2025-06-17","09:26:00","24:20","15.1",,,
"1","2025-06-17","09:26:00","24:25","15.1",,,
"1","2025-06-17","09:26:00","24:30","14.8","29.5",,
"1","2025-06-17","09:26:00","24:35","14.5","29.6",,
"1","2025-06-17","09:26:00","24:40","13.9",,,
"1","2025-06-17","09:26:00","24:45","13.3",,,
"1","2025-06-17","09:26:00","24:50","13.4","29.5",,
"1","2025-06-17","09:26:00","24:55","13","29.6",,
"1","2025-06-17","09:26:00","25:00","13.4",,,
"1","2025-06-17","09:26:00","25:05","13.5",,,
"1","2025-06-17","09:26:00","25:10","14",,,
"1","2025-06-17","09:26:00","25:15","14.2",,,
"1","2025-06-17","09:26:00","25:20","14",,,
"1","2025-06-17","09:26:00","25:25","14",,,
"1","2025-06-17","09:26:00","25:30","13.9",,,
"1","2025-06-17","09:26:00","25:35","13.9","29.5",,
"1","2025-06-17","09:26:00","25:40","13.7","29.6",,
"1","2025-06-17","09:26:00","25:45","13.5",,,
"1","2025-06-17","09:26:00","25:50","13.5",,,
"1","2025-06-17","09:26:00","25:55","13.2",,,
"1","2025-06-17","09:26:00","26:00","13",,,
"1","2025-06-17","09:26:00","26:05","13",,,
"1","2025-06-17","09:26:00","26:10","13.2","29.5",,
"1","2025-06-17","09:26:00","26:15","13.7",,,
"1","2025-06-17","09:26:00","26:20","13.8",,,
"1","2025-06-17","09:26:00","26:25","14.4",,,
"1","2025-06-17","09:26:00","26:30","15","29.6",,
"1","2025-06-17","09:26:00","26:35","15.1",,,
"1","2025-06-17","09:26:00","26:40","15.1",,,
"1","2025-06-17","09:26:00","26:45","14.5",,,
"1","2025-06-17","09:26:00","26:50","14.3","29.5",,
"1","2025-06-17","09:26:00","26:55","13.9","29.6",,
"1","2025-06-17","09:26:00","27:00","13.8","29.5",,
"1","2025-06-17","09:26:00","27:05","13.8","29.6",,
"1","2025-06-17","09:26:00","27:10","13.6",,,
"1","2025-06-17","09:26:00","27:15","13.7","29.5",,
"1","2025-06-17","09:26:00","27:20","13.7",,,
"1","2025-06-17","09:26:00","27:25","13.4","29.6",,
"1","2025-06-17","09:26:00","27:30","13.4",,,
"1","2025-06-17","09:26:00","27:35","13.2",,,
"1","2025-06-17","09:26:00","27:40","13",,,
"1","2025-06-17","09:26:00","27:45","13.2",,,
"1","2025-06-17","09:26:00","27:50","13",,,
"1","2025-06-17","09:26:00","27:55","13.2",,,
"1","2025-06-17","09:26:00","28:00","13.2",,,
"1","2025-06-17","09:26:00","28:05","13.1",,,
"1","2025-06-17","09:26:00","28:10","13.2",,,
"1","2025-06-17","09:26:00","28:15","13.1","29.5",,
"1","2025-06-17","09:26:00","28:20","13","29.6",,
"1","2025-06-17","09:26:00","28:25","12.9","29.5",,
"1","2025-06-17","09:26:00","28:30","12.8","29.6",,
"1","2025-06-17","09:26:00","28:35","12.8","29.5",,
"1","2025-06-17","09:26:00","28:40","12.5","29.6",,
"1","2025-06-17","09:26:00","28:45","12.5",,,
"1","2025-06-17","09:26:00","28:50","12.7","29.5",,
"1","2025-06-17","09:26:00","28:55","12.8","29.6",,
"1","2025-06-17","09:26:00","29:00","12.3",,,
"1","2025-06-17","09:26:00","29:05","11.8",,,
"1","2025-06-17","09:26:00","29:10","11.3",,,
"1","2025-06-17","09:26:00","29:15","11.4",,,
"1","2025-06-17","09:26:00","29:20","11",,,
"1","2025-06-17","09:26:00","29:25","10.8",,,
"1","2025-06-17","09:26:00","29:30","10.7",,,
"1","2025-06-17","09:26:00","29:35","10.6",,,
"1","2025-06-17","09:26:00","29:40","10.2",,,
"1","2025-06-17","09:26:00","29:45","10.2",,,
"1","2025-06-17","09:26:00","29:50","10.4",,,
"1","2025-06-17","09:26:00","29:55","10.4","29.5",,
"1","2025-06-17","09:26:00","30:00","9.9","29.6",,
"1","2025-06-17","09:26:00","30:05","10.1",,,
"1","2025-06-17","09:26:00","30:10","9.7",,,
"1","2025-06-17","09:26:00","30:15","8.8",,,
"1","2025-06-17","09:26:00","30:20","7.9",,,
"1","2025-06-17","09:26:00","30:25","8",,,
"1","2025-06-17","09:26:00","30:30","8.3",,,
"1","2025-06-17","09:26:00","30:35","8.3",,,
"1","2025-06-17","09:26:00","30:40","7.8",,,
"1","2025-06-17","09:26:00","30:45","7.8",,,
"1","2025-06-17","09:26:00","30:50","8",,,
"1","2025-06-17","09:26:00","30:55","8.1",,,
"1","2025-06-17","09:26:00","31:00","8.7",,,
"1","2025-06-17","09:26:00","31:05","9.1",,,
"1","2025-06-17","09:26:00","31:10","9.1",,,
"1","2025-06-17","09:26:00","31:15","8.7",,,
"1","2025-06-17","09:26:00","31:20","8.5",,,
"1","2025-06-17","09:26:00","31:25","7.3",,,
"1","2025-06-17","09:26:00","31:30","6.2",,,
"1","2025-06-17","09:26:00","31:35","5.2",,,
"1","2025-06-17","09:26:00","31:40","4.9","29.7",,
"1","2025-06-17","09:26:00","31:45","5",,,
"1","2025-06-17","09:26:00","31:50","5","29.6",,
"1","2025-06-17","09:26:00","31:55","5.3",,,
"1","2025-06-17","09:26:00","32:00","5.1","29.7",,
"1","2025-06-17","09:26:00","32:05","5.5",,,
"1","2025-06-17","09:26:00","32:10","5.9",,,
"1","2025-06-17","09:26:00","32:15","5.6",,,
"1","2025-06-17","09:26:00","32:20","5.8",,,
"1","2025-06-17","09:26:00","32:25","6.1",,,
"1","2025-06-17","09:26:00","32:30","5.6",,,
"1","2025-06-17","09:26:00","32:35","5.8",,,
"1","2025-06-17","09:26:00","32:40","5.7","29.6",,
"1","2025-06-17","09:26:00","32:45","5.7","29.7",,
"1","2025-06-17","09:26:00","32:50","5.9",,,
"1","2025-06-17","09:26:00","32:55","6",,,
"1","2025-06-17","09:26:00","33:00","5.7",,,
"1","2025-06-17","09:26:00","33:05","5.6",,,
"1","2025-06-17","09:26:00","33:10","5.9",,,
"1","2025-06-17","09:26:00","33:15","5.9",,,
"1","2025-06-17","09:26:00","33:20","5.9",,,
"1","2025-06-17","09:26:00","33:25","5.8",,,
"1","2025-06-17","09:26:00","33:30","5.3",,,
"1","2025-06-17","09:26:00","33:35","5.6",,,
"1","2025-06-17","09:26:00","33:40","5.9",,,
"1","2025-06-17","09:26:00","33:45","5.9",,,
"1","2025-06-17","09:26:00","33:50","6.2",,,
"1","2025-06-17","09:26:00","33:55","6.2",,,
"1","2025-06-17","09:26:00","34:00","6.1",,,
"1","2025-06-17","09:26:00","34:05","6",,,
"1","2025-06-17","09:26:00","34:10","5.9","29.8",,
"1","2025-06-17","09:26:00","34:15","5.4","29.7",,
"1","2025-06-17","09:26:00","34:20","5.4",,,
"1","2025-06-17","09:26:00","34:25","5.5",,,
"1","2025-06-17","09:26:00","34:30","5.3",,,
"1","2025-06-17","09:26:00","34:35","5",,,
"1","2025-06-17","09:26:00","34:40","4.6",,,
"1","2025-06-17","09:26:00","34:45","3.7",,,
"1","2025-06-17","09:26:00","34:50","3.6",,,
"1","2025-06-17","09:26:00","34:55","3.5",,,
"1","2025-06-17","09:26:00","35:00","3.2",,,
"1","2025-06-17","09:26:00","35:05","2.5","29.8",,
"1","2025-06-17","09:26:00","35:10","1.7","29.7",,
"1","2025-06-17","09:26:00","35:15","1.2",,,
"1","2025-06-17","09:26:00","35:20","0.3","29.8",,
"1","2025-06-17","09:26:00","35:25","0.1",,,
"1","2025-06-17","09:26:00","35:30","0",,,
"1","2025-06-17","09:26:00","35:35","0",,,
"1","2025-06-17","09:26:00","35:40","0",,,
"1","2025-06-17","09:26:00","35:45","0",,,
"1","2025-06-17","09:26:00","35:50","0",,,
"1","2025-06-17","09:26:00","35:55","0",,,
"1","2025-06-17","09:26:00","36:00","0",,,
"1","2025-06-17","09:26:00","36:05","0",,,
"1","2025-06-17","09:26:00","36:10","0.2",,,
"1","2025-06-17","09:26:00","36:15","0.2",,,
"1","2025-06-17","09:26:00","36:20","0.1","29.9",,
"1","2025-06-17","09:26:00","36:25","0",,,
"1","2025-06-17","09:26:00","36:30","0","29.8",,
"1","2025-06-17","09:26:00","36:35","0","29.9",,
"1","2025-06-17","09:26:00","36:40","0",,,
"1","2025-06-17","09:26:00","36:45","0",,,
"1","2025-06-17","09:26:00","36:50","0",,,
"1","2025-06-17","09:26:00","36:55","0",,,
"1","2025-06-17","09:26:00","37:00","0",,,
"1","2025-06-17","09:26:00","37:05","0",,,
"1","2025-06-17","09:26:00","37:10","0",,,
"1","2025-06-17","09:26:00","37:15","0",,,
"1","2025-06-17","09:26:00","37:20","0",,,
"1","2025-06-17","09:26:00","37:25","0",,,
"1","2025-06-17","09:26:00","37:30","0","30.0",,
"1","2025-06-17","09:26:00","37:35","0.1",,,
"1","2025-06-17","09:26:00","37:40","0.1",,,
"1","2025-06-17","09:26:00","37:45","0.1",,,
"1","2025-06-17","09:26:00","37:50","0.1",,,
"1","2025-06-17","09:26:00","37:55","0",,,
"1","2025-06-17","09:26:00","38:00","0",,,
"1","2025-06-17","09:26:00","38:05","0",,,
"1","2025-06-17","09:26:00","38:10","0",,,
"2","2025-06-17","14:52:00","0:05","1.9","32.1",,
"2","2025-06-17","14:52:00","0:10","3.1",,,
"2","2025-06-17","14:52:00","0:15","4.9","32.0",,
"2","2025-06-17","14:52:00","0:20","6.4",,,
"2","2025-06-17","14:52:00","0:25","7.9",,,
"2","2025-06-17","14:52:00","0:30","9.3","31.9",,
"2","2025-06-17","14:52:00","0:35","10","31.8",,
"2","2025-06-17","14:52:00","0:40","11.1",,,
"2","2025-06-17","14:52:00","0:45","12.4","31.7",,
"2","2025-06-17","14:52:00","0:50","13.4","31.6",,
"2","2025-06-17","14:52:00","0:55","14.3",,,
"2","2025-06-17","14:52:00","1:00","15","31.5",,
"2","2025-06-17","14:52:00","1:05","15.4","31.4",,
"2","2025-06-17","14:52:00","1:10","16",,,
"2","2025-06-17","14:52:00","1:15","16.2","31.3",,
"2","2025-06-17","14:52:00","1:20","16.9","31.2",,
"2","2025-06-17","14:52:00","1:25","17.3",,,
"2","2025-06-17","14:52:00","1:30","17.6","31.1",,
"2","2025-06-17","14:52:00","1:35","17.7",,,
"2","2025-06-17","14:52:00","1:40","18.1","31.0",,
"2","2025-06-17","14:52:00","1:45","18.4",,,
"2","2025-06-17","14:52:00","1:50","18.6","30.9",,
"2","2025-06-17","14:52:00","1:55","18.8",,,
"2","2025-06-17","14:52:00","2:00","19","30.8",,
"2","2025-06-17","14:52:00","2:05","19.2",,,
"2","2025-06-17","14:52:00","2:10","19.4","30.7",,
"2","2025-06-17","14:52:00","2:15","19.4",,,
"2","2025-06-17","14:52:00","2:20","19.5",,,
"2","2025-06-17","14:52:00","2:25","19.9","30.6",,
"2","2025-06-17","14:52:00","2:30","20.1",,,
"2","2025-06-17","14:52:00","2:35","20.1","30.5",,
"2","2025-06-17","14:52:00","2:40","20",,,
"2","2025-06-17","14:52:00","2:45","20","30.4",,
"2","2025-06-17","14:52:00","2:50","20.2",,,
"2","2025-06-17","14:52:00","2:55","20.2",,,
"2","2025-06-17","14:52:00","3:00","20.4","30.3",,
"2","2025-06-17","14:52:00","3:05","20.5",,,
"2","2025-06-17","14:52:00","3:10","20.5","30.2",,
"2","2025-06-17","14:52:00","3:15","20.5",,,
"2","2025-06-17","14:52:00","3:20","20.8",,,
"2","2025-06-17","14:52:00","3:25","20.8",,,
"2","2025-06-17","14:52:00","3:30","20.9",,,
"2","2025-06-17","14:52:00","3:35","20.9","30.1",,
"2","2025-06-17","14:52:00","3:40","20.9",,,
"2","2025-06-17","14:52:00","3:45","20.9",,,
"2","2025-06-17","14:52:00","3:50","20.9",,,
"2","2025-06-17","14:52:00","3:55","20.9",,,
"2","2025-06-17","14:52:00","4:00","21",,,
"2","2025-06-17","14:52:00","4:05","21.1",,,
"2","2025-06-17","14:52:00","4:10","21.1","30.0",,
"2","2025-06-17","14:52:00","4:15","21.1",,,
"2","2025-06-17","14:52:00","4:20","20.8",,,
"2","2025-06-17","14:52:00","4:25","20.9",,,
